Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,38.80603,183.72878,397.82625
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,Unknown,7.155153,38.920075,91.77975
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,2,3,Unknown,27.81237,64.730441,165.81315
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,1.3311520000000001,20.977919,13.21644
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,0,0,3,"$ 30,000 - 59,999",7.606971000000001,32.917701,51.41064
UG,FT,Active,Female,0,"No, I don't work",Live with partner,1,0,2,"Less than $ 30,000",2.776623,26.813798,23.593725
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,Unknown,16.0968,53.408636,91.57806000000001
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,2,Unknown,6.476771,40.164532,87.33078
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,3.580567,30.890022,32.660714999999996
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,"$ 30,000 - 59,999",32.138870000000004,64.417486,208.03875
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,3,Unknown,37.1635,129.88768000000002,317.4882
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,3,0,3,Unknown,31.29751,135.634256,324.31725
UG,PT,Active,Female,0,"No, I don't work",Live alone,0,0,1,I donâ€™t know,0.0,0.0,0.0
UG,FT,Active,Male,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,3.781171,19.475882000000002,36.42946499999999
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,Unknown,62.9307,108.07673,490.38525
UG,PT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,2,I donâ€™t know,2.168042,23.855995999999998,19.46616
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,3.792585,18.826039,22.924049999999998
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,Unknown,54.03226,120.68021999999999,583.0166999999999
Grad,FT,Active,Male,1,"No, I don't work",Live with partner,0,0,2,"$ 30,000 - 59,999",17.27627,40.339529,90.411075
UG,PT,Transit,Female,0,"Yes, I work 31-40 hours per week",Live with family/parents,1,0,3,"Less than $ 30,000",25.65204,62.004341,144.696315
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,"Less than $ 30,000",31.22683,82.560526,291.02385
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,1,1,3,"$ 240,000 +",2.595157,27.40234,23.805030000000002
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,4,1,7,Unknown,75.16487,112.530072,533.0919
Grad,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with family/parents,3,0,5,Unknown,67.55769000000001,106.076507,537.5387999999999
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,3,"Less than $ 30,000",56.17255,134.74382500000002,395.937
UG,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,4,"$ 120,000 - 149,999",2.424763,17.100996000000002,26.824515
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,3,Unknown,26.988670000000003,101.771003,357.16875
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"$ 30,000 - 59,999",15.85454,47.83985300000001,92.782125
UG,PT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,4,Unknown,12.25042,55.637858,155.89725
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,1,3,Unknown,37.062540000000006,92.906376,411.98355
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,2,6,Unknown,24.0665,92.44272,227.5863
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,4,"Less than $ 30,000",0.0,0.0,0.0
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,7.594738,37.915189,55.39156499999999
UG,PT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,"$ 90,000 - 119,999",34.20944,106.51093,320.8704
UG,FT,Active,Male,0,"No, I don't work",Live alone,1,0,1,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,30.450940000000003,58.182047,184.32285000000002
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 30,000 - 59,999",30.607609999999998,56.359607,176.5335
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,3,"$ 60,000 - 89,999",22.60608,67.353645,145.773885
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,1.710853,20.776487,15.946485
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,"$ 120,000 - 149,999",2.49745,26.741172,26.414505000000002
Grad,PT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with partner,2,0,2,"$ 60,000 - 89,999",28.784470000000002,57.267,199.0023
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,4,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,31.29751,135.634256,324.31725
Grad,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,3.892384,28.438384000000003,39.42108
UG,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.510406,26.944984,21.925545
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Active,Male,1,"No, I don't work",Live with partner,1,0,3,Unknown,9.756631,40.781066,62.930460000000004
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,40.69231,94.130736,284.50935000000004
Grad,FT,Transit,Male,1,"No, I don't work",Live with roommates,0,0,3,Unknown,6.703013,35.563364,40.687425
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,3,"Less than $ 30,000",2.0714900000000003,24.722109,19.031309999999998
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.776623,26.813798,23.593725
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,1,3,I donâ€™t know,28.475309999999997,74.262186,181.46775
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,2,"$ 60,000 - 89,999",1.9141869999999999,23.859148,17.990325000000002
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,53.01465,154.760943,386.4927
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,I donâ€™t know,18.765,48.600686,113.02405499999999
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,Unknown,45.90606,94.67741999999998,328.51439999999997
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,5,I donâ€™t know,1.464106,25.325449,14.598600000000001
UG,FT,Transit,Other,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,3,Unknown,46.6305,127.75354000000002,495.89654999999993
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,5,Unknown,39.05307,82.857213,234.17594999999997
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,5,"$ 30,000 - 59,999",21.6798,88.93751999999998,200.37615
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,Unknown,97.39251,159.34319,783.6189
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,"Less than $ 30,000",34.5015,80.38956999999998,245.51145000000002
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,4,Unknown,10.10178,57.471728000000006,98.44960499999999
Grad,PT,Auto,Female,1,"No, I don't work",Live with family/parents,4,0,4,Unknown,69.15513,156.50255,501.4686
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,3,I donâ€™t know,9.093621,38.736936,54.477795
UG,PT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,2,0,3,Unknown,39.1112,111.93630900000001,267.12075
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,Unknown,85.36739,132.6452,899.8167
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,3,"Less than $ 30,000",37.75333,85.681658,264.77729999999997
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,4,"$ 30,000 - 59,999",6.643089,36.537285,70.61286
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,6,"$ 30,000 - 59,999",22.60608,67.353645,145.773885
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,55.36181,130.75141000000002,410.45805
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,"$ 30,000 - 59,999",4.168203,19.521272,54.91090500000001
Grad,FT,Active,Female,1,"Yes, I work 31-40 hours per week",Live with partner,0,0,2,Unknown,12.03127,33.814446000000004,63.855315
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,4,0,5,"$ 120,000 - 149,999",0.0,0.0,0.0
UG,FT,Active,Male,0,"No, I don't work",Live alone,0,0,1,I donâ€™t know,1.9141869999999999,23.859148,17.990325000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,5,Unknown,1.15247,17.169234,11.262285
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,3,I donâ€™t know,34.4619,107.51693999999999,328.6971
Grad,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,3,2,"$ 30,000 - 59,999",18.416520000000002,65.783878,122.527155
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,2,Unknown,27.219340000000003,100.099258,242.20334999999997
Grad,FT,Active,Male,1,"Yes, I work > 40 hours per week",Live with roommates,0,0,2,Unknown,26.97405,86.12765300000002,318.56715
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,21.07367,76.94431,194.92004999999997
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"$ 30,000 - 59,999",13.53396,48.425969,81.98245499999999
UG,FT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,5,0,5,"$ 180,000 - 209,999",56.28017,288.5443800000001,700.935
Grad,PT,Auto,Female,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,"$ 60,000 - 89,999",13.89458,45.228945,89.40257999999999
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,1,1,"$ 240,000 +",1.710853,20.776487,15.946485
Grad,FT,Active,Female,1,"No, I don't work",Live alone,1,0,1,"$ 30,000 - 59,999",2.924953,24.128386,16.985265000000002
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,1,4,"$ 120,000 - 149,999",26.741290000000003,79.65141700000002,184.09215
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,4,Unknown,4.168203,19.521272,54.91090500000001
Grad,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,Unknown,30.607609999999998,56.359607,176.5335
UG,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,Unknown,1.049121,16.675728,10.491209999999999
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,75.81084,138.06521,771.7502999999999
UG,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,Unknown,1.710853,20.776487,15.946485
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,1,3,"Less than $ 30,000",1.128541,11.129462,9.587969999999999
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,I donâ€™t know,30.38813,57.663367,183.95625
Grad,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,"$ 240,000 +",2.0714900000000003,24.722109,19.031309999999998
Grad,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,Unknown,3.068723,25.742024,23.927640000000004
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,Unknown,78.49124,190.57783500000002,489.24735000000004
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,1.464106,25.325449,14.598600000000001
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,10.79402,50.640699,121.41528
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,4,"$ 60,000 - 89,999",5.269597,30.536956,53.99523000000001
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,2.845125,24.990155,27.043575
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,3,Unknown,15.37561,76.811678,184.5564
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,4,"Less than $ 30,000",30.607609999999998,56.359607,176.5335
Other,Other,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 120,000 - 149,999",14.157589999999999,72.814493,169.87815
UG,FT,Auto,Male,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,2,3,I donâ€™t know,7.238408,33.868265,48.907455
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,4,I donâ€™t know,0.0,0.0,0.0
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"$ 30,000 - 59,999",48.9465,143.55066000000002,332.38064999999995
UG,FT,Auto,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,Unknown,82.66986,110.709398,598.1598
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live alone,2,2,3,"Less than $ 30,000",4.458424,41.395728999999996,47.800875
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,"$ 60,000 - 89,999",67.55769000000001,106.076507,537.5387999999999
UG,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,Unknown,2.924953,24.128386,16.985265000000002
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,0,1,3,Unknown,35.729409999999994,83.034467,219.6612
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,3,3,"$ 60,000 - 89,999",3.6716519999999995,32.570067,47.140125
UG,FT,Auto,Female,1,"No, I don't work",Live with partner,1,0,2,"$ 60,000 - 89,999",64.26103,155.37417,780.0062999999999
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,1,3,"Less than $ 30,000",44.276920000000004,106.197891,311.71725
Grad,PT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,6.764482000000001,30.980590000000003,44.172135000000004
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,2,Unknown,56.76945,205.65442,592.76685
UG,FT,Transit,Female,0,"Yes, I work 31-40 hours per week",Live with family/parents,2,0,3,Unknown,97.50848,177.53821000000002,768.1911
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,5,Unknown,46.32949,112.127768,324.19725
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,1,2,Unknown,5.704483,36.318000000000005,56.28550500000001
Grad,PT,Active,Male,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,2,I donâ€™t know,13.174779999999998,38.465121,73.296435
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,1,0,2,"Less than $ 30,000",38.80603,183.72878,397.82625
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,4,"$ 120,000 - 149,999",13.782810000000001,73.473444,134.87257499999998
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,2,3,"$ 120,000 - 149,999",56.56985,167.73497,656.0283000000001
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,1,5,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,3,"$ 60,000 - 89,999",85.93890999999999,116.13206000000001,641.5726500000001
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,I donâ€™t know,4.58473,33.84206399999999,49.847955
UG,FT,Auto,Male,0,"No, I don't work",Live alone,0,0,1,I donâ€™t know,74.67645999999999,175.51509,897.5802
UG,FT,Transit,Male,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,4,"$ 120,000 - 149,999",31.22921,77.724175,185.11065
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,5,I donâ€™t know,2.924953,24.128386,16.985265000000002
UG,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,Unknown,2.845125,24.990155,27.043575
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,"$ 210,000 - 239,999",58.53505,127.90555,607.79115
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,4,"Less than $ 30,000",85.3645,142.857802,647.3710500000001
UG,FT,Transit,Female,1,"No, I don't work",Live alone,2,0,1,I donâ€™t know,27.334690000000002,80.89113800000001,179.18715
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,36.98357,73.25803,230.84145
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,6.058984,33.988859000000005,65.198715
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,3,4,"Less than $ 30,000",14.94475,65.686662,191.9748
