sch_code__,School_Nam,GTA06,DAUID,Enrolment
2271,OUR LADY OF THE ASSUMPTION SEPARATE SCHOOL,183,35202274,382
6327,OUR LADY OF PEACE SCHOOL,4037,35240768,420
5174,OUR LADY OF PEACE SCHOOL,3346,35211350,426
S824,OUR LADY OF PROVIDENCE,8901,35290310,356
2272,OUR LADY OF VICTORY SEPARATE SCHOOL,142,35204452,633
C356,OUR LADY OF VICTORY JUNIOR SEPARATE SCHOOL,6042,35260715,481
1638,OUR LADY OF WISDOM SEPARATE SCHOOL,485,35203577,364
E0189,CARDINAL AMBROZIC CATHOLIC SECONDARY,3337,35212150,1332
4065,PRINCE OF PEACE CATHOLIC SCHOOL,2865,35191151,235
5178,PAULINE VANIER CATHOLIC ELEMENTARY SCHOOL,3324,35211325,329
S664,JEAN VANIER CATHOLIC ELEMENTARY SCHOOL,8901,35290256,341
5589,ST MARGARET OF SCOTLAND SCHOOL,3662,35210457,591
A040,ST KATERI TEKAKWITHA CATHOLIC SCHOOL,1181,35181134,329
5025,POPE JOHN PAUL II SEPARATE SCHOOL,3193,35211545,706
932,ST JOHN PAUL II CATHOLIC ELEMENTARY SCHOOL,2248,35191228,325
8531,POPE JOHN PAUL II SEPARATE SCHOOL,8501,35431354,413
S926,PERE-RENE-DE-GALINEE CATHOLIQUE SECONDAIRE ECOLE,,35300464,316
8792,PATRICK FOGARTY SECONDARY SCHOOL,8681,35431224,743
8880,POPE JOHN PAUL II ELEMENTARY SCHOOL,8705,35160143,205
2285,POPE PAUL SEPARATE SCHOOL,147,35201170,348
5535,PHILIP POCOCK CATHOLIC SECONDARY SCHOOL,3698,35212021,1080
1641,POPE JOHN PAUL II CATHOLIC SECONDARY SCHOOL,562,35204781,1351
434,POPE JOHN PAUL II ELEMENTARY,5050,35250647,373
1642,PRECIOUS BLOOD SEPARATE SCHOOL,507,35200439,432
10,ST JOHNS COLLEGE,8901,35290034,1091
S879,ST JOHNS COLLEGE (CONTINUING EDUCATION) - BRANTFORD,,35290034,1091
5541,QUEEN OF HEAVEN SEPARATE SCHOOL,3649,35210952,360
1644,PRINCE OF PEACE CATHOLIC SCHOOL,600,35200106,336
7312,REGINA MUNDI SEPARATE SCHOOL,5115,35250086,228
2298,REGINA MUNDI SEPARATE SCHOOL,158,35202285,421
S800,RESURRECTION CATHOLIC SECONDARY SCHOOL,7001,35300914,1306
S695,RESURRECTION ELEMENTARY SCHOOL,8901,35290015,132
E0317,SAN LORENZO RUIZ CATHOLIC ELEMENTARY SCHOOL,2435,35191180,564
5312,ROBERT F HALL CATHOLIC SECONDARY SCHOOL,3197,35211610,802
A347,ST. GREGORY THE GREAT CATHOLIC ELEMENTARY SCHOOL,,35240720,0
2127,ECOLE SEPAREE SACRE COEUR - TORONTO,21,35200757,152
7320,SACRED HEART SEPARATE SCHOOL,5135,35250444,155
1652,SACRED HEART SEPARATE SCHOOL,621,35204149,239
4081,HOLY NAME CATHOLIC ELEMENTARY SCHOOL,2670,35190791,456
4229,SACRED HEART CATHOLIC HIGH SCHOOL,2619,35190930,986
8480,SACRED HEART CATHOLIC SCHOOL,8001,35230151,147
9299,SACRED HEART SEPARATE SCHOOL,8555,35430597,187
669,ST MARGUERITE DYOUVILLE ELEMENTARY SCHOOL,2218,35191340,447
8127,SACRED HEART SEPARATE SCHOOL,6042,35260128,285
6147,SACRED HEART OF JESUS CATHOLIC SCHOOL,4080,35240660,492
8776,SAMUEL-DE-CHAMPLAIN CATHOLIQUE ELEMENTAIRE ECOLE,8681,35431209,108
5549,SAN LORENZO RUIZ ELEMENTARY SCHOOL,3690,35211496,478
5559,ST ALFRED SEPARATE SCHOOL,3670,35211421,403
2389,ECOLE ELEMENTAIRE BON-BERGER,274,35200719,77
4724,ST JOHN BOSCO CATHOLIC SCHOOL,2060,35190247,277
E0070,CORPUS CHRISTI CATHOLIC SECONDARY SCHOOL,4078,35240678,985
4151,SIR RICHARD W SCOTT ELEMENTARY SCHOOL,2448,35190704,405
3522,ST BERNARD CATHOLIC SCHOOL,1124,35180340,303
E0497,ST JOSEPHINE BAKHITA CATHOLIC SCHOOL,1062,35180889,670
C394,SACRED HEART ELEMENTARY SCHOOL (PARIS) ,,35290236,271
2316,SANTA MARIA SEPARATE SCHOOL,144,35201397,229
1066,SENATOR OCONNOR COLLEGE SCHOOL,239,35202748,1271
2324,SENHOR SANTO CRISTO CATHOLIC SCHOOL,98,35201442,96
3264,SIR ALBERT LOVE CATHOLIC SCHOOL,1200,35180130,244
S851,SIR EDGAR BAUER CATHOLIC SCHOOL,7001,35300043,304
1659,ST AGATHA SEPARATE SCHOOL,547,35203279,446
7518,ST AGNES CATHOLIC SCHOOL,5118,35250280,335
486,ST AGNES OF ASSISI ELEMENTARY SCHOOL,2055,35191250,487
2712,ST AGNES CATHOLIC SCHOOL,459,35202494,269
S738,ST AGNES CATHOLIC ELEMENTARY SCHOOL,,35300078,286
S700,ST AUGUSTINE,7237,35300660,447
S126,ST AUGUSTINE CATHOLIC HIGH SCHOOL,2383,35190561,1120
1660,ST AIDAN CATHOLIC SCHOOL,593,35200203,265
1661,ST ALBERT SEPARATE SCHOOL,523,35203411,448
5558,ST ALBERT OF JERUSALEM ELEMENTARY SCHOOL,3616,35211843,644
8056,ST ALEXANDER SEPARATE SCHOOL,,35260268,426
A055,POPE FRANCIS CATHOLIC ELEMENTARY SCHOOL,2013,35190192,0
8292,ST ALFRED SEPARATE SCHOOL,6042,35260432,445
S813,ST ALOYSIUS CATHOLIC ELEMENTARY SCHOOL,7001,35300708,313
7202,ECOLE ACADEMIE CATHOLIQUE MERE TERESA (SEC=683922),5068,35250569,309
5642,ST ALOYSIUS GONZAGA CATHOLIC SCHOOL,3601,35212011,1809
8960,ST ALPHONSUS SEPARATE SCHOOL,8851,35150078,208
2338,ST ALPHONSUS CATHOLIC SCHOOL,172,35204527,250
2339,ST AMBROSE SEPARATE SCHOOL,297,35201601,326
1435,ST ANDREW SEPARATE SCHOOL,383,35204124,707
8411,ST ANDREW ELEMENTARY SCHOOL,6257,35260255,225
6336,ST ANDREW CATHOLIC SCHOOL,4036,35240613,777
1436,ST ANGELA CATHOLIC SCHOOL,382,35203031,506
C419,ST ANGELA CATHOLIC SCHOOL,,35203031,506
4732,ST ANGELA MERICI CATHOLIC ELEMENTARY SCHOOL,2023,35191267,362
8293,ST ANN CATHOLIC SCHOOL,6042,35260412,353
5191,ST AGNES SEPARATE SCHOOL,3378,35211870,273
8043,ST ANN CATHOLIC SCHOOL,6032,35260224,138
S965,ST ANGELA MERICI,3376,35211913,552
8748,ST ANNS CATHOLIC SCHOOL,8555,35430568,179
S668,ST ANNE - CAMBRIDGE,7237,35300677,425
7009,ST JOACHIM SEPARATE SCHOOL,5059,35250148,422
S737,ST ANNE - KITCHENER,7001,35300398,416
A126,ST ANDRE BESSETTE CATHOLIC SCHOOL,,35180899,324
S975,ST ANDRE BESSETTE CATHOLIC SCHOOL,1061,35180899,324
5192,ST ANNE SEPARATE SCHOOL,3360,35210161,493
8961,ST ANNES ELEMENTARY SCHOOL,8851,35150216,558
3026,ST JUDE CATHOLIC SCHOOL,1076,35180394,369
7008,ST ANNS ANCASTER SCHOOL,5065,35250152,337
2341,ST ANSELM CATHOLIC SCHOOL,217,35202644,391
5710,ST ANDREW ELEMENTARY SCHOOL,8401,35220115,425
A085,ST ANNE ELEMENTARY SCHOOL,,35240908,670
8822,ST THOMAS AQUINAS CATHOLIC SECONDARY SCHOOL,8551,35430801,636
8294,ST ANTHONY SEPARATE SCHOOL,6042,35260747,486
5052,ST ANTHONY CATHOLIC SCHOOL,3373,35211135,414
1147,ECOLE SAINTE MARGUERITE DYOUVILLE,306,35203138,472
4156,ST VINCENT DE PAUL SEPARATE SCHOOL,2427,35191024,162
8133,ST MICHAEL HIGH SCHOOL,6042,35260836,840
4519,ST ANTHONY CATHOLIC SCHOOL,2358,35190391,250
2342,ST ANTHONY CATHOLIC SCHOOL,104,35201000,339
777,ST THERESE OF LISIEUX ELEMENTARY SCHOOL,5066,35250981,758
4461,ST BERNADETTES SEPARATE SCHOOL,2868,35190018,159
4424,ECOLE PAPE FRANCOIS,2710,35190982,185
A057,ECOLE CATHOLIQUE PAPE-FRAN,2710,35190982,185
4332,ST ANNE SEPARATE SCHOOL,2208,35190470,287
8110,SAINT-ANTOINE CATHOLIQUE ELEMENTAIRE ECOLE,6042,35260049,107
335,ST JEROME CATHOLIC ELEMENTARY SCHOOL,2560,35191307,622
8825,ST ANTOINE DANIEL CATHOLIC SCHOOL,8555,35430613,261
1088,ST AUGUSTINE OF CANTERBURY SEPARATE SCHOOL,389,35202059,532
8412,ST AUGUSTINE ELEMENTARY SCHOOL,6257,35260182,169
5193,ST AUGUSTINE SECONDARY SCHOOL,3365,35212105,1078
7139,ST AUGUSTINES SEPARATE SCHOOL,5205,35250037,269
S417,ST BARBARA ELEMENTARY SCHOOL,3722,35211735,476
1663,ST BARBARA SEPARATE SCHOOL,513,35203352,312
1664,ST BARNABAS SCHOOL,613,35200054,307
5560,ST BASIL SCHOOL,3681,35210324,264
A095,ST JEAN - MARIE VIANNEY CATHOLIC ELEMENTARY SC,3429,35212176,579
1372,ST BASIL THE GREAT COLLEGE,405,35204035,1255
1042,ST BARTHOLOMEW SEPARATE SCHOOL,603,35200218,95
1665,ST BEDE CATHOLIC SCHOOL,622,35204183,161
S811,ST BENEDICT CATHOLIC SECONDARY,7237,35300516,1512
5711,ST BENEDICT ELEMENTARY SCHOOL,8401,35220118,396
1437,ST BENEDICT SEPARATE SCHOOL,368,35201840,616
4607,ST BENEDICT SEPARATE SCHOOL,2425,35190650,240
3022,ST BERNADETTE CATHOLIC SCHOOL,1095,35181052,614
S734,ST BERNADETTE,7001,35300146,245
5561,ST BERNADETTE ELEMENTARY SCHOOL,3685,35211486,215
6337,ST BERNADETTE SEPARATE SCHOOL,4042,35240276,577
8524,ST BERNADETTE ELEMENTARY SCHOOL,8501,35430701,373
7140,ST BERNADETTE SEPARATE SCHOOL,5252,35250054,270
2344,ST BERNARD SEPARATE SCHOOL,139,35204441,674
8795,ST BERNARDS SEPARATE SCHOOL,8681,35431194,231
1067,ST BONAVENTURE CATHOLIC SCHOOL,225,35202767,505
1666,ST BONIFACE SEPARATE SCHOOL,549,35204333,368
2518,ST BRENDAN SEPARATE SCHOOL,569,35203682,542
S806,ST BRIGID,7001,35300806,200
5194,ST BRIGID SEPARATE SCHOOL,3366,35210229,297
6211,ST BRIGID CATHOLIC SCHOOL,4160,35240798,672
2345,ST BRIGID CATHOLIC SCHOOL,258,35204482,573
S127,ST BRIGIDS SEPARATE SCHOOL,5194,35250479,270
2346,ST BRUNO CATHOLIC SCHOOL,167,35204155,105
8415,ECOLE SECONDAIRE CATHOLIQUE JEAN-VANIER,6257,35260176,65
3023,ST CATHERINE OF SIENA CATHOLIC SCHOOL,1069,35180908,376
8962,ST CATHERINE ELEMENTARY SCHOOL,8851,35150321,743
1068,ST CATHERINE SEPARATE SCHOOL,239,35202742,108
5562,ST CATHERINE OF SIENA SEPARATE SCHOOL,3657,35211443,545
S128,ST CATHERINE OF ALEXANDRIA ELEMENTARY SCHOOL,4158,35240740,858
4718,ST CATHERINE OF SIENA SEPARATE SCHOOL,2040,35190257,282
8552,ST CATHERINE OF SIENA SCHOOL,8501,35430670,527
2347,ST CECILIA SEPARATE SCHOOL,,35201293,650
5195,ST CECILIA ELEMENTARY SCHOOL,125,35201293,650
E0521,ST CECILIA CATHOLIC ELEMENTARY SCHOOL,3370,35212049,292
C166,ECOLE SECONDAIRE CATHOLIQUE JEAN-VANIER,6257,35260251,488
8641,ST CHARLES SEPARATE SCHOOL,8559,35430781,93
E0086,OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,3442,35212091,349
8341,MONSIGNOR CLANCY CATHOLIC ELEMENTARY SCHOOL,6042,35260593,360
2348,ST CHARLES SEPARATE SCHOOL,178,35202283,254
4333,ST CHARLES GARNIER CATHOLIC SCHOOL,2206,35190466,302
5563,ST CHARLES GARNIER CATHOLIC SCHOOL,3680,35210296,226
1090,ST CHARLES GARNIER SEPARATE SCHOOL,390,35202047,444
8297,ST CHRISTOPHER SEPARATE SCHOOL,6042,35260472,215
5564,ST CHRISTOPHER CATHOLIC SCHOOL,3645,35210399,427
4720,ST CLEMENT SEPARATE SCHOOL,2027,35191052,353
3265,ST CHRISTOPHER CATHOLIC SCHOOL,1192,35180202,407
5565,ST CLARE SEPARATE SCHOOL,3676,35210479,275
4719,ST CLARE CATHOLIC ELEMENTARY SCHOOL,2057,35190825,400
2349,ST CLARE SEPARATE SCHOOL,165,35201152,453
7519,ST CLARE OF ASSISI SCHOOL ELEMENTARY SCHOOL,5076,35250294,270
1116,ST COSMAS & DAMIAN ELEMENTARY SCHOOL,178,35202300,386
1178,ST CLEMENT SEPARATE SCHOOL,324,35201611,421
E0093,ST ROCH CATHOLIC SCHOOL,3483,35212175,1414
1667,ST COLUMBA CATHOLIC SCHOOL,620,35200028,242
1091,ST CONRAD CATHOLIC SCHOOL,410,35201961,531
5313,ST CORNELIUS SCHOOL,3197,35211610,679
658,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,588,35203914,153
2714,ST CYRIL SEPARATE SCHOOL,443,35204885,321
554,ST JULIA BILLART CATHOLIC ELEMENTARY SCHOOL,2440,35191280,608
S781,ST DANIEL,7001,35300445,323
2713,ST ANTOINE DANIEL SEPARATE SCHOOL,435,35202583,356
7338,ST DANIELS SEPARATE SCHOOL,5068,35250606,186
5566,ST DAVID OF WALES SEPARATE SCHOOL,3678,35210701,223
4107,ST DAVID SEPARATE SCHOOL,2101,35190795,385
7223,ST DAVID SCHOOL,5107,35250260,449
S783,ST DAVID CATHOLIC SECONDARY,7001,35300063,1015
1179,ST DEMETRIUS SEPARATE SCHOOL,342,35204063,249
8298,ST DENIS SEPARATE SCHOOL,6042,35260444,303
2351,ST DENIS SEPARATE SCHOOL,253,35203235,294
8882,ST DOMINIC SCHOOL,8705,35160134,370
5567,ST DOMINIC SEPARATE SCHOOL,3648,35210362,295
1668,ST DOMINIC SAVIO CATHOLIC SCHOOL,572,35204769,260
S752,ST DOMINIC SAVIO,7001,35300280,433
6338,ST DOMINICS SEPARATE SCHOOL,4004,35240268,625
1438,ST DOROTHY CATHOLIC SCHOOL,372,35203072,358
1669,ST DUNSTAN SEPARATE SCHOOL,538,35200640,239
5568,ST DUNSTAN ELEMENTARY SCHOOL,3604,35210661,313
5570,ST EDMUND SEPARATE SCHOOL,3654,35210346,327
2519,ST EDMUND CAMPION SEPARATE SCHOOL,563,35203633,234
8087,ST EDWARD SEPARATE SCHOOL,6001,35260278,187
4152,ST EDWARD SEPARATE SCHOOL,2433,35190612,447
4520,ST ELIZABETH CATHOLIC HIGH SCHOOL,2124,35191045,1704
3068,ST ELIZABETH CATHOLIC SCHOOL,1258,35180831,487
1373,ST EDWARD SEPARATE SCHOOL,439,35202413,444
A454,THE PRESTIGE SCHOOL,,35202413,444
A143,ECOLE ELEMENTAIRE CATHOLIQUE BRAMPTON-OUEST,,35211225,0
427,ST EDMUND CAMPION SECONDARY SCHOOL,3434,35211901,1851
S805,ST ELIZABETH,7237,35300899,358
4230,ST ELIZABETH SETON SEPARATE SCHOOL,2622,35190951,452
1670,ST ELIZABETH SETON SEPARATE SCHOOL,579,35203623,152
5571,ST ELIZABETH SETON SEPARATE SCHOOL,3716,35212111,360
3320,ST ELIZABETH SETON CATHOLIC SCHOOL,1035,35181058,821
1207,ST ELIZABETH CATHOLIC SCHOOL,323,35204890,228
789,ST ELIZABETH SETON,4079,35240667,441
8381,ST ELIZABETH SEPARATE SCHOOL,6032,35260788,111
S916,ANGE-GABRIEL CATHOLIQUE ELEMENTAIRE ECOLE,3618,35211742,369
546,ST EMILY ELEMENTARY SCHOOL,2072,35191255,787
2610,ST EUGENE SEPARATE SCHOOL,350,35204433,307
7339,ST EUGENES SEPARATE SCHOOL,5120,35250333,542
S948,ST FAUSTINA ELEMENTARY SCHOOL,3809,35211856,543
2352,ST FIDELIS SCHOOL,154,35204393,618
1671,ST FLORENCE SEPARATE SCHOOL,577,35200034,159
5453,ECOLE SECONDAIRE SAINTE FAMILLE,3618,35211742,513
8819,ST FRANCIS OF ASSISI ELEMENTARY SCHOOL,8559,35431302,459
S842,ST FRANCIS,7237,35300705,194
8299,ST FRANCIS SECONDARY SCHOOL,6042,35260737,623
191,ST FRANCIS OF ASSISI SEPARATE SCHOOL,93,35200915,158
3024,ST FRANCIS DE SALES CATHOLIC SCHOOL,1080,35180406,180
1092,ST FRANCIS DE SALES SCHOOL,401,35204107,427
5572,ST FRANCIS OF ASSISI SEPARATE SCHOOL,3650,35210445,533
6212,ST FRANCIS OF ASSISI SEPARATE SCHOOL,4159,35240030,357
8441,ST FRANCIS OF ASSISI CATHOLIC SCHOOL,8001,35230413,335
7521,ST FRANCIS XAVIER JUNIOR SEPARATE SCHOOL,5081,35250305,342
4153,ST FRANCIS XAVIER CATHOLIC SCHOOL,2426,35190671,266
2354,ST FRANCIS XAVIER SEPARATE SCHOOL,154,35204397,505
5196,ST FRANCIS XAVIER ELEMENTARY SCHOOL,3368,35212099,434
5573,ST FRANCIS XAVIER SECONDARY SCHOOL,3689,35211037,1928
S674,ST GABRIEL,8901,35290319,432
2715,ST GABRIEL CATHOLIC SCHOOL,456,35200363,301
8130,ST GABRIEL LALEMANT SEPARATE SCHOOL,6042,35260038,182
4722,ST GABRIEL THE ARCHANGEL SCHOOL CATHOLIC ELEMENTORY SCHOOL,2060,35190247,325
1672,ST GABRIEL LALEMANT CATHOLIC SCHOOL,619,35204744,181
6151,ST GABRIEL SEPARATE SCHOOL,4085,35240337,593
2716,ST GERALD SEPARATE SCHOOL,587,35204152,227
5575,ST GERARD SEPARATE SCHOOL,3664,35210710,270
S769,ST GREGORY,7237,35300645,198
491,ST PADRE PIO,,35191281,676
A012,ST PADRE PIO CATHOLIC ELEMENTARY SCHOOL,2022,35191281,676
5577,ST GREGORY CATHOLIC SCHOOL,3694,35212086,323
4723,ST GREGORY THE GREAT CATHOLIC ACADEMY,2057,35190240,460
4103,ECOLE CATHOLIQUE LE PETIT PRINCE,2098,35191297,328
1209,ST GREGORY SEPARATE SCHOOL,338,35201705,690
3267,ST HEDWIG CATHOLIC SCHOOL,1210,35180637,113
5578,ST HELEN SEPARATE SCHOOL,3614,35210428,175
2355,ST HELEN SEPARATE SCHOOL,101,35200943,460
1673,ST HENRY CATHOLIC SCHOOL,590,35200175,308
5580,ST HILARY ELEMENTARY SCHOOL,3689,35210276,269
5579,ST HERBERT CATHOLIC SCHOOL,3688,35211526,264
6339,ST IGNATIUS OF LOYOLA SECONDARY SCHOOL,4041,35240289,1115
5504,LOYOLA CATHOLIC SECONDARY SCHOOL (2011),,35211437,1055
E0636,LOYOLA CATHOLIC SECONDARY SCHOOL (2012),3635,35210504,1055
1674,ST IGNATIUS OF LOYOLA SEPARATE SCHOOL,606,35200080,134
1565,ECOLE SEPAREE SAINT JEAN DE LALANDE,606,35204741,108
S164,ST ISAAC JOGUES,1031,35180518,616
S947,ST ISAAC JOGUES,3417,35211769,412
1069,ST ISSAC JOGUES SEPARATE SCHOOL,233,35204042,303
8681,ST JAMES SEPARATE SCHOOL,8551,35430802,208
3025,ST JAMES CATHOLIC SCHOOL,1096,35180560,344
390,ST JAMES CATHOLIC SCHOOL,2078,35191303,529
8467,ST JAMES HIGH SCHOOL,8001,35230375,848
6340,ST JAMES SEPARATE SCHOOL,4011,35240229,214
E0431,ST JAMES CATHOLIC ELEMENTARY SCHOOL,6042,35260557,303
2356,ST JAMES SEPARATE SCHOOL,127,35204642,197
7522,ST JAMES THE APOSTLE SEPARATE SCHOOL (ADD CHANGED),5041,35250181,191
1094,ST JANE FRANCES CATHOLIC SCHOOL,400,35201973,729
409,ST JEAN DE BREBEUF,2055,35191330,1344
S958,ST JULIA CATHOLIC ELEMENTARY SCHOOL,3619,35211743,537
1675,ST JOHN DE BREBEUF SEPARATE SCHOOL,575,35203708,226
7341,ST JOHN DE BREBEUF SECONDARY SCHOOL,,35250647,1578
E0074,ST JEAN DE BREBEUF CATHOLIC SECONDARY SCHOOL,5050,35250647,1578
5197,ST JEAN BREBEUF SEPARATE SCHOOL,3364,35211127,329
5454,ECOLE SEPAREE SAINT JEAN BAPTISTE,3663,35212102,370
1095,ST JEROME SEPARATE SCHOOL,412,35204105,450
5582,ST JEROME SEPARATE SCHOOL,3655,35210716,334
S964,ST JEROME SCHOOL,,35210716,334
1676,ST JOACHIM SEPARATE SCHOOL,536,35203531,313
A186,ST JOACHIM CATHOLIC SCHOOL,,35203531,313
5198,ST JOACHIM SEPARATE SCHOOL,3371,35210059,649
4108,ST JOAN OF ARC CATHOLIC HIGH SCHOOL,2101,35191119,1328
20,ST JOAN OF ARC - BARRIE,8501,35431370,1182
448,ST JOAN OF ARC,4186,35240853,515
8489,ST JOHN CATHOLIC SCHOOL,8001,35230375,464
5583,ST JOHN OF THE CROSS CATHOLIC SCHOOL,3638,35210606,256
S890,ST JOHNS,7001,35300135,394
C316,MONSIGNOR FRASER COLLEGE (ST MARTIN),20,35200795,23
C428,ST MARTINS SCHOOL - APPLE PROGRAM (ALTERNATIVE PUPIL PLACEMENT OF LIMITED EXPELLED STUDENTS),,35200795,23
2358,ST JOHN SEPARATE SCHOOL,252,35200657,449
2612,ST JOHN THE EVANGELIST SEPARATE SCHOOL,133,35204416,369
4008,SAINT-JEAN CATHOLIQUE ELEMENTAIRE ECOLE,2558,35190874,247
3282,ST JOHN BOSCO CATHOLIC ELEMENTARY SCHOOL,1181,35181133,515
8425,ST JOHN BREBEUF SEPARATE SCHOOL,8301,35230342,219
5200,ST JOHN FISHER SEPARATE SCHOOL,3356,35210131,525
8004,ST JOHN SEPARATE SCHOOL,6001,35260303,336
6152,ST JOHNS SEPARATE SCHOOL,4059,35240441,297
7344,ST JOHN THE BAPTIST SEPARATE SCHOOL,5132,35250735,300
8931,ST JOHN CATHOLIC ELEMENTARY SCHOOL ( I CHANGED),8851,35150086,255
3523,ST JOHN THE EVANGELIST CATHOLIC SCHOOL,1129,35180286,232
6341,ST JOHNS SEPARATE SCHOOL,4031,35240113,165
8534,ST JOHN VIANNEY SEPARATE SCHOOL,8501,35431015,217
1439,ST JOHN VIANNEY CATHOLIC SCHOOL,375,35204375,371
2385,ST TERESA SEPARATE SCHOOL & ST JOSAPHAT CATHOLIC SCHOOL,290,35201553,162
4016,ST JOSEPH CATHOLIC SCHOOL,2553,35190153,394
5201,ST JOSEPH SEPARATE SCHOOL,,35211355,194
S967,ST JOSEPH - BRAMPTON,3346,35211355,194
5584,ST JOSEPH SECONDARY SCHOOL,3691,35210676,1346
A127,BLESSED POPE JOHN PAUL II CATHOLIC SCHOOL,,35181149,367
A239,ST JOHN PAUL II CATHOLIC SCHOOL - WHITBY,,35181149,367
A384,ST. JOHN PAUL II CATHOLIC SCHOOL,,35181149,367
E0269,SAINT GABRIEL THE ARCHANGEL CATHOLIC SCHOOL,8501,35431355,704
8432,ST JOSEPH SEPARATE SCHOOL,8301,35230305,0
8432,ST JOSEPH SEPARATE SCHOOL,,35230305,373
8487,ST JOSEPH CATHOLIC SCHOOL,8001,35230100,373
8080,ST JOSEPH SEPARATE SCHOOL,6001,35260325,274
8331,ST JOSEPH SEPARATE SCHOOL,6042,35260806,119
6003,ST JOSEPHS SEPARATE SCHOOL,4196,35240573,408
8642,ST JEAN DE BREBEUF SEPARATE SCHOOL,8559,35430777,210
4154,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL (ADD CHANGED),2455,35191293,443
A185,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL (UPDATED),,35191293,443
4334,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL,2245,35190490,316
3069,ST JOSEPHS ELEMENTARY SCHOOL,1264,35180733,496
E0127,ST JOSEPHS ELEMENTARY SCHOOL,,35180733,496
8173,ECOLE SAINT-JOSEPH,6257,35260671,145
5585,ST JOSEPH ELEMENTARY SCHOOL,3836,35210930,322
2360,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL,269,35203200,201
3443,ST JOSEPH CATHOLIC SCHOOL,1317,35180024,291
E0095,ST MAXIMILLIAN KOLBE COLLEGIATE,,35191307,1488
E0147,ST MAXIMILIAN KOLBE CATHOLIC HIGH SCHOOL,2559,35191307,1488
A081,ST ANDRE BESSETTE CATHOLIC ELEMENTARY SCHOOL,3517,35212153,671
8535,ST JOSEPHS SEPARATE SCHOOL,8501,35431073,711
7345,ST JOSEPHS SEPARATE SCHOOL,5180,35250511,409
E0516,ST RAPHAEL THE ARCHANGEL CATHOLIC ELEMENTARY SCHOOL,2104,35191287,526
6342,ST JOSEPHS SEPARATE SCHOOL,4007,35240241,380
C423,ST JOSEPH CATHOLIC SCHOOL,1188,35180133,470
S889,ST JOSEPH,7237,35300948,203
2361,ST JOSEPHS COLLEGE SCHOOL,47,35204901,817
2717,ST JOSEPHS MORROW PARK HIGH SCHOOL,460,35204113,503
4521,ST JOSEPH THE WORKER ELEMENTARY SCHOOL,2123,35190358,259
8396,ECOLE ELEMENTAIRE CATHOLIQUE SAINT-FRANCOIS,6257,35260141,167
2613,ST JUDE CATHOLIC SCHOOL,402,35201905,678
5586,ST JUDE CATHOLIC SCHOOL,3690,35211025,300
4608,ST JUSTIN MARTYR SCHOOL,2386,35190572,633
1678,ST KEVIN SEPARATE SCHOOL,505,35200431,212
8413,ST KEVIN ELEMENTARY SCHOOL,6257,35260250,381
5202,ST KEVIN SEPARATE SCHOOL,3325,35211498,309
1679,ST LAWRENCE CATHOLIC SCHOOL,502,35203542,445
7346,ST LAWRENCES SEPARATE SCHOOL,5208,35250488,357
2362,ST LEO CATHOLIC SCHOOL,287,35204685,260
S728,ST LEO,8901,35290007,250
5203,ST LEONARD SEPARATE SCHOOL,3467,35210030,434
3084,ST LEO CATHOLIC SCHOOL,1106,35181155,341
S928,SAINT-LOUIS CATHOLIQUE ELEMENTAIRE ECOLE,8555,35430564,172
E0322,IMMACULATE CONCEPTION CATHOLIC ELEMENTARY SCHOOL,5073,35250909,549
445,HOLY SPIRIT CATHOLIC ELEMENTARY SCHOOL,3469,35212063,417
1180,ST LOUIS SEPARATE SCHOOL,301,35201522,214
S940,ST LUKE CATHOLIC ELEMENTARY SCHOOL,3646,35211937,512
5587,ST LOUIS SEPARATE SCHOOL,3614,35210734,230
S832,ST LUKE,7001,35300928,475
2364,ST LUIGI SEPARATE SCHOOL,106,35200960,170
7347,ST LUKE SEPARATE SCHOOL,5239,35250211,342
6343,ST LUKE ELEMENTARY SCHOOL,4023,35240152,269
2365,POPE FRANCIS CATHOLIC SCHOOL (I CHANGED),97,35204161,227
3533,ST LUKE THE EVANGELIST CATHOLIC SCHOOL,1121,35180825,509
2520,ST MALACHY CATHOLIC SCHOOL,568,35204771,285
2614,ST MARCELLUS CATHOLIC SCHOOL,347,35201717,393
6344,ST MARGUERITE DYOUVILLE ELEMENTARY SCHOOL,4025,35240774,580
7349,ST MARGUERITE DYOUVILLE ELEMENTARY SCHOOL,5051,35250651,472
S721,ST MARGARET,7237,35300516,320
5206,ST MARIA GORETTI ELEMENTARY SCHOOL,3486,35211548,331
S961,ST MARCELLINUS,3697,35211745,1838
2366,ST MARGARET CATHOLIC SCHOOL,194,35202124,641
7348,ST MARGARET MARY SEPARATE SCHOOL,5089,35250352,373
4725,ST MARGARET MARY CATHOLIC SCHOOL,2026,35191145,383
6311,SAINTE-MARIE CATHOLIQUE ELEMENTAIRE ECOLE-OAKVILLE,4012,35240228,399
1680,ST MARIA GORETTI SEPARATE SCHOOL,531,35203450,1013
